step,KE,PE,total
750,14425.2,-25754.3,-11329.1
751,14433.9,-25762.8,-11328.9
752,14455.9,-25784.4,-11328.5
753,14496.9,-25824.7,-11327.8
754,14567.6,-25894.1,-11326.5
755,14688.2,-26012.1,-11323.9
756,14896.2,-26217.1,-11320.8
757,15186.9,-26536.2,-11349.3
758,15237.6,-26621.8,-11384.3
759,14985.5,-26313,-11327.5
760,14749.8,-26078,-11328.2
761,14613.3,-25944.6,-11331.3
762,14535.4,-25868.4,-11333
763,14490.9,-25824.8,-11333.9
764,14466.5,-25800.9,-11334.4
765,14455.1,-25789.8,-11334.8
766,14451.2,-25786.5,-11335.3
767,14448.8,-25784.7,-11336
768,14441.7,-25777.7,-11336
769,14428.9,-25764.6,-11335.7
770,14413.8,-25749.2,-11335.4
771,14400.2,-25735.4,-11335.2
772,14391.2,-25726.4,-11335.2
773,14388.5,-25723.8,-11335.3
774,14392,-25727.5,-11335.6
775,14399.9,-25735.8,-11335.9
776,14409.3,-25745.6,-11336.3
777,14417.6,-25754.1,-11336.5
778,14424,-25760.3,-11336.3
779,14430.6,-25766.4,-11335.8
780,14443,-25778.1,-11335.1
781,14468.9,-25803.2,-11334.3
782,14517.2,-25850.8,-11333.6
783,14597.1,-25930.3,-11333.2
784,14714.1,-26048.6,-11334.5
785,14852.4,-26193.7,-11341.2
786,14946.8,-26299.2,-11352.4
787,14923.3,-26272.2,-11348.9
788,14802.4,-26139.9,-11337.6
789,14670.1,-26003,-11332.9
790,14577.6,-25909.4,-11331.8
791,14537,-25868.5,-11331.5
792,14550.8,-25881.9,-11331.1
793,14625,-25955.3,-11330.3
794,14773.6,-26102.4,-11328.8
795,15019.9,-26347.8,-11327.9
796,15378.3,-26713.6,-11335.2
797,15744.1,-27119.7,-11375.6
798,15806.1,-27202.1,-11396
799,15476.5,-26822.8,-11346.3
800,15039.6,-26369,-11329.4
801,14694.2,-26022.8,-11328.5
802,14454.1,-25784,-11329.9
803,14296.9,-25627.6,-11330.7
804,14209.3,-25539.5,-11330.2
805,14197.4,-25525.1,-11327.7
806,14300.4,-25621.4,-11321
807,14560.7,-25904.2,-11343.4
808,14522.9,-25909.4,-11386.5
809,14149.5,-25487.3,-11337.8
810,13889.5,-25234.7,-11345.2
811,13738.5,-25087.1,-11348.7
812,13642,-24992.2,-11350.2
813,13576.9,-24927.8,-11350.9
814,13532.7,-24884,-11351.3
815,13504.2,-24855.7,-11351.5
816,13488.8,-24840.4,-11351.6
817,13485.2,-24836.9,-11351.7
818,13493.7,-24845.3,-11351.6
819,13515.6,-24867,-11351.4
820,13554.7,-24905.7,-11351
821,13618,-24968.4,-11350.4
822,13716.8,-25066.6,-11349.8
823,13861.7,-25213.4,-11351.7
824,14023.2,-25390.2,-11367
825,14063.7,-25449.1,-11385.4
826,13900.8,-25263.3,-11362.4
827,13648.9,-24999.6,-11350.7
828,13428.5,-24778.1,-11349.6
829,13256.3,-24606.6,-11350.3
830,13120.5,-24471.4,-11350.9
831,13010.2,-24361.5,-11351.3
832,12918.5,-24270.1,-11351.6
833,12841.9,-24193.6,-11351.7
834,12778.4,-24130.2,-11351.8
835,12726.9,-24078.9,-11352
836,12685.9,-24038.3,-11352.3
837,12653.1,-24006,-11352.9
838,12623.8,-23977.4,-11353.7
839,12591.3,-23945.9,-11354.6
840,12548.3,-23903.5,-11355.1
841,12489.9,-23844.9,-11355.1
842,12416.5,-23770.8,-11354.4
843,12333.6,-23687.1,-11353.5
844,12248.6,-23601.3,-11352.7
845,12167.4,-23519.7,-11352.2
846,12093.7,-23445.6,-11351.9
847,12029,-23380.8,-11351.8
848,11974.2,-23325.9,-11351.6
849,11930.3,-23281.7,-11351.4
850,11899.4,-23250.5,-11351.1
851,11885.8,-23236.3,-11350.5
852,11897.5,-23246.9,-11349.4
853,11951.6,-23298.3,-11346.7
854,12092.6,-23431.2,-11338.6
855,12448.2,-23768.2,-11320
856,12561.1,-24154.5,-11593.4
857,12187,-23600.4,-11413.5
858,11837.6,-23267.4,-11429.7
859,11653.4,-23088.9,-11435.5
860,11536.7,-22974.2,-11437.6
861,11453.5,-22891.9,-11438.4
862,11390.2,-22829.1,-11438.8
863,11340.4,-22779.5,-11439.1
864,11300.5,-22739.7,-11439.2
865,11268.3,-22707.6,-11439.3
866,11242.4,-22681.8,-11439.4
867,11221.8,-22661.2,-11439.4
868,11205.6,-22645.1,-11439.5
869,11193.2,-22632.7,-11439.5
870,11184.7,-22624.1,-11439.4
871,11180.9,-22620.2,-11439.3
872,11182.8,-22622.1,-11439.3
873,11191.4,-22630.6,-11439.2
874,11207,-22646.3,-11439.3
875,11229.8,-22669.1,-11439.3
876,11259.5,-22698.9,-11439.4
877,11296.1,-22735.5,-11439.4
878,11339.6,-22779,-11439.5
879,11390.2,-22829.8,-11439.6
880,11447.4,-22887.4,-11440
881,11507.8,-22948.7,-11440.9
882,11564.2,-23006.3,-11442.1
883,11605.2,-23048.6,-11443.4
884,11619.6,-23063.5,-11443.9
885,11603.3,-23046.5,-11443.2
886,11562.4,-23004.2,-11441.9
887,11508.6,-22949.2,-11440.6
888,11453.6,-22893.4,-11439.8
889,11404.7,-22844.1,-11439.4
890,11365.9,-22805.1,-11439.2
891,11338.3,-22777.5,-11439.2
892,11322.1,-22761.3,-11439.2
893,11317.1,-22756.3,-11439.2
894,11323,-22762.2,-11439.2
895,11340,-22779.3,-11439.3
896,11367.9,-22807.3,-11439.4
897,11406.6,-22846.2,-11439.6
898,11454.6,-22894.7,-11440.1
899,11509,-22949.8,-11440.7
900,11564.6,-23006.3,-11441.7
901,11614.2,-23056.7,-11442.6
902,11650.4,-23093.5,-11443.1
903,11670.1,-23112.9,-11442.8
904,11675.6,-23117.6,-11442.1
905,11673.1,-23114.5,-11441.4
906,11668.3,-23109.4,-11441.1
907,11662.9,-23104,-11441.2
908,11656,-23097.2,-11441.2
909,11646.9,-23087.8,-11440.9
910,11638,-23078.3,-11440.3
911,11635.3,-23074.8,-11439.4
912,11647.2,-23085.8,-11438.5
913,11684.5,-23121.8,-11437.3
914,11762.8,-23198.3,-11435.5
915,11910,-23342.1,-11432.1
916,12174,-23602.6,-11428.6
917,12548.7,-24012.1,-11463.4
918,12627,-24145.3,-11518.3
919,12296.3,-23734.6,-11438.4
920,11957,-23393.4,-11436.4
921,11753.6,-23193.8,-11440.2
922,11638.6,-23080.9,-11442.2
923,11580.3,-23023.4,-11443.1
924,11565.3,-23008.5,-11443.1
925,11592.8,-23035.2,-11442.3
926,11676.4,-23115.9,-11439.6
927,11863.1,-23293.8,-11430.8
928,12278.4,-23698.6,-11420.2
929,12356.7,-23982.7,-11626
930,11974.3,-23499.9,-11525.6
931,11721.8,-23260.5,-11538.7
932,11613,-23156.4,-11543.5
933,11567.9,-23112.9,-11544.9
934,11559.9,-23105.5,-11545.5
935,11578.7,-23124.6,-11545.9
936,11619.6,-23165.6,-11546
937,11680.4,-23226.5,-11546
938,11761.2,-23307.2,-11546
939,11863,-23409,-11546
940,11987.3,-23533.4,-11546.1
941,12135,-23681.4,-11546.5
942,12304.2,-23851.7,-11547.5
943,12486.9,-24036.4,-11549.5
944,12667.3,-24219.1,-11551.8
945,12831,-24382.9,-11551.9
946,12984.2,-24533,-11548.7
947,13161.8,-24706.9,-11545.1
948,13397,-24947.4,-11550.4
949,13594.9,-25182.6,-11587.7
950,13557.3,-25127.1,-11569.8
951,13345.2,-24888.6,-11543.4
952,13176.6,-24718,-11541.5
953,13097.7,-24640.6,-11542.9
954,13089.1,-24633.2,-11544.2
955,13132.9,-24677.9,-11545
956,13219,-24764.6,-11545.6
957,13342.9,-24889,-11546.1
958,13501.5,-25048.7,-11547.2
959,13688.6,-25238.3,-11549.7
960,13883.2,-25438.6,-11555.4
961,14035.4,-25599.3,-11563.9
962,14084.2,-25649.7,-11565.5
963,14031.4,-25585.9,-11554.5
964,13985.1,-25522.8,-11537.6
965,14133.6,-25660.7,-11527.1
966,13976.6,-25685.4,-11708.9
967,13396.2,-25007.9,-11611.7
968,12957,-24580.5,-11623.4
969,12678.1,-24306.2,-11628.1
970,12478.6,-24108.4,-11629.8
971,12326.5,-23957.1,-11630.6
972,12207.8,-23838.7,-11630.9
973,12115.4,-23746.5,-11631.1
974,12045.8,-23677,-11631.1
975,11997.3,-23628.4,-11631.1
976,11969.6,-23600.6,-11631
977,11963.4,-23594.3,-11630.9
978,11981,-23611.7,-11630.7
979,12026,-23656.3,-11630.3
980,12104.4,-23734.2,-11629.8
981,12225,-23854.2,-11629.2
982,12398.4,-24027.5,-11629.1
983,12631.9,-24263.1,-11631.2
984,12907.2,-24547.5,-11640.2
985,13138.8,-24796.4,-11657.6
986,13203.9,-24863.4,-11659.5
987,13103,-24742.3,-11639.3
988,13003.9,-24623.9,-11620
989,13119,-24732.3,-11613.3
990,12974.5,-24755,-11780.5
991,12434.8,-24119.5,-11684.7
992,12029,-23724.7,-11695.7
993,11784.8,-23485.2,-11700.4
994,11621.4,-23323.8,-11702.4
995,11504,-23207.6,-11703.6
996,11414,-23118.4,-11704.4
997,11341.2,-23045.6,-11704.4
998,11282.6,-22987,-11704.3
999,11238.2,-22942.5,-11704.3
1000,11207.6,-22912,-11704.4
